epoch,ip_src,ip_dst,length,timestamp
1742585066.0071716,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.007171631
1742585066.009196,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.009196043
1742585066.011125,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.011125088
1742585066.0131533,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.013153315
1742585066.0150833,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.015083313
1742585066.0171099,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.017109871
1742585066.0190413,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.019041300
1742585066.0210717,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.021071672
1742585066.0229983,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.022998333
1742585066.0250275,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.025027514
1742585066.0269556,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.026955605
1742585066.0289867,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.028986692
1742585066.0309136,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.030913591
1742585066.0329392,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.032939195
1742585066.0348723,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.034872293
1742585066.036899,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.036899090
1742585066.038869,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.038868904
1742585066.0408587,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.040858746
1742585066.0428417,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.042841673
1742585066.0448148,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.044814825
1742585066.0467896,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.046789646
1742585066.0487654,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.048765421
1742585066.0892217,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.089221716
1742585066.0910797,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.091079712
1742585066.0931044,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.093104362
1742585066.0950356,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.095035553
1742585066.0970616,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.097061634
1742585066.098993,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.098993063
1742585066.10102,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.101020098
1742585066.10295,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.102950096
1742585066.1049716,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.104971647
1742585066.1069078,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.106907845
1742585066.1089275,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.108927488
1742585066.1108708,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.110870838
1742585066.1128438,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.112843752
1742585066.114822,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.114821911
1742585066.1168408,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.116840839
1742585066.1188269,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.118826866
1742585066.1207983,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.120798349
1742585066.1227767,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.122776747
1742585066.124756,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.124756098
1742585066.1267352,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.126735209
1742585066.1287162,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.128716229
1742585066.130692,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.130692005
1742585066.1326697,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.132669687
1742585066.134649,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.134649038
1742585066.1366272,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.136627197
1742585066.1386049,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.138604879
1742585066.1405854,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.140585423
1742585066.142552,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.142551899
1742585066.1445441,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.144544125
1742585066.1465216,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.146521568
1742585066.1485007,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.148500681
1742585066.1504824,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.150482416
1742585066.152459,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.152458906
1742585066.154437,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.154437065
1742585066.1563756,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.156375647
1742585066.158394,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.158394098
1742585066.160326,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.160326004
1742585066.1623514,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.162351370
1742585066.164346,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.164345980
1742585066.1663084,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.166308403
1742585066.1682427,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.168242693
1742585066.1702633,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.170263290
1742585066.1722438,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.172243834
1742585066.174175,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.174175024
1742585066.1761549,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.176154852
1742585066.1781793,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.178179264
1742585066.1801133,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.180113316
1742585066.182136,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.182136059
1742585066.1845984,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.184598446
1742585066.1865797,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.186579704
1742585066.1885607,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.188560724
1742585066.190899,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.190898895
1742585066.1929271,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.192927122
1742585066.1948829,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.194882870
1742585066.2122433,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.212243319
1742585066.2142146,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.214214563
1742585066.2161925,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.216192484
1742585066.218172,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.218172073
1742585066.2412872,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.241287231
1742585066.2432125,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.243212461
1742585066.2452347,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.245234728
1742585066.247166,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.247165918
1742585066.2491958,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.249195814
1742585066.2511213,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.251121282
1742585066.2531517,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.253151654
1742585066.2550888,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.255088806
1742585066.2571113,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.257111311
1742585066.259042,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.259042025
1742585066.2610629,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.261062860
1742585066.2629952,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.262995243
1742585066.2650228,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.265022755
1742585066.2669537,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.266953706
1742585066.2689831,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.268983126
1742585066.270916,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.270915985
1742585066.2729394,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.272939444
1742585066.2748697,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.274869680
1742585066.2768972,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.276897192
1742585066.27887,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.278870106
1742585066.2808545,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.280854464
1742585066.2828407,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.282840729
1742585066.2847612,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.284761190
1742585066.2867932,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.286793232
1742585066.2887716,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.288771629
1742585066.2907484,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.290748358
1742585066.294737,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.294737101
1742585066.29671,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.296710014
1742585066.2986887,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.298688650
1742585066.3006673,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.300667286
1742585066.302654,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.302654028
1742585066.3046293,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.304629326
1742585066.3074915,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.307491541
1742585066.3095229,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.309522867
1742585066.3114545,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.311454535
1742585066.3134804,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.313480377
1742585066.3154216,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.315421581
1742585066.3174436,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.317443609
1742585066.3195286,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.319528580
1742585066.321514,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.321513891
1742585066.323491,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.323491096
1742585066.3254716,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.325471640
1742585066.3274496,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.327449560
1742585066.3294814,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.329481363
1742585066.3314066,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.331406593
1742585066.3334384,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.333438396
1742585066.3354456,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.335445642
1742585066.337478,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.337477922
1742585066.3532708,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.353270769
1742585066.355122,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.355122089
1742585066.3675818,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.367581844
1742585066.3695436,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.369543552
1742585066.371471,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.371470928
1742585066.3735032,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.373503208
1742585066.3754263,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.375426292
1742585066.37746,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.377460003
1742585066.3793852,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.379385233
1742585066.381418,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.381417990
1742585066.3833425,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.383342505
1742585066.3853743,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.385374308
1742585066.387382,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.387382030
1742585066.3894193,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.389419317
1742585066.3913453,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.391345263
1742585066.3933764,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.393376350
1742585066.3953023,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.395302296
1742585066.3973348,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.397334814
1742585066.3992593,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.399259329
1742585066.401286,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.401285887
1742585066.4032176,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.403217554
1742585066.4052474,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.405247450
1742585066.4071767,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.407176733
1742585066.4092023,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.409202337
1742585066.4112146,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.411214590
1742585066.41325,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.413249969
1742585066.415176,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.415175915
1742585066.4172041,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.417204142
1742585066.4191377,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.419137716
1742585066.4211645,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.421164513
1742585066.423092,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.423091888
1742585066.4250717,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.425071716
1742585066.4270496,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.427049637
1742585066.4290795,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.429079533
1742585066.431007,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.431006908
1742585066.4330323,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.433032274
1742585066.434964,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.434963942
1742585066.4369893,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.436989307
1742585066.438921,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.438920975
1742585066.4409473,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.440947294
1742585066.442878,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.442878008
1742585066.4449084,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.444908381
1742585066.44687,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.446870089
1742585066.4488657,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.448865652
1742585066.450848,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.450848103
1742585066.4528246,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.452824593
1742585066.4547987,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.454798698
1742585066.45678,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.456779957
1742585066.4587593,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.458759308
1742585066.460734,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.460733891
1742585066.4627123,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.462712288
1742585066.4646916,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.464691639
1742585066.4666696,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.466669559
1742585066.4686491,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.468649149
1742585066.470628,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.470628023
1742585066.472606,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.472605944
1742585066.4745877,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.474587679
1742585066.4765687,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.476568699
1742585066.478542,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.478542089
1742585066.480522,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.480521917
1742585066.482499,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.482498884
1742585066.484484,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.484483957
1742585066.4864628,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.486462831
1742585066.4883974,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.488397360
1742585066.4903624,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.490362406
1742585066.492341,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.492341042
1742585066.4943724,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.494372368
1742585066.5218527,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.521852732
1742585066.5238335,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.523833513
1742585066.5258107,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.525810719
1742585066.5277824,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.527782439
1742585066.5297618,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.529761791
1742585066.5317411,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.531741142
1742585066.5337183,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.533718347
1742585066.535699,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.535698891
1742585066.5377216,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.537721634
1742585066.5397584,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.539758444
1742585066.5416858,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.541685820
1742585066.5436647,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.543664694
1742585066.545724,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.545723915
1742585066.547757,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.547756910
1742585066.5497353,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.549735308
1742585066.5517168,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.551716805
1742585066.5573452,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.557345152
1742585066.5592663,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.559266329
1742585066.5612445,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.561244488
1742585066.5632253,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.563225269
1742585066.5652485,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.565248489
1742585066.5671792,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.567179203
1742585066.5699768,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.569976807
1742585066.5719085,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.571908474
1742585066.5739343,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.573934317
1742585066.5759175,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.575917482
1742585066.5778933,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.577893257
1742585066.57987,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.579869986
1742585066.581854,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.581854105
1742585066.5838325,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.583832502
1742585066.5858052,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.585805178
1742585066.5877368,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.587736845
1742585066.589762,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.589761972
1742585066.5917404,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.591740370
1742585066.593753,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.593753099
1742585066.5957906,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.595790625
1742585066.5977175,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.597717524
1742585066.5997512,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.599751234
1742585066.601724,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.601723909
1742585066.6037009,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.603700876
1742585066.6056736,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.605673552
1742585066.6076634,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.607663393
1742585066.6096363,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.609636307
1742585066.6115675,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.611567497
1742585066.613547,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.613547087
1742585066.6155248,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.615524769
1742585066.6175044,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.617504358
1742585066.6194825,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.619482517
1742585066.6215544,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.621554375
1742585066.6235368,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.623536825
1742585066.625599,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.625598907
1742585066.6275835,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.627583504
1742585066.6304045,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.630404472
1742585066.632442,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.632441998
1742585066.6344204,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.634420395
1742585066.6363456,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.636345625
1742585066.6383817,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.638381720
1742585066.6403549,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.640354872
1742585066.6749263,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.674926281
1742585066.6769483,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.676948309
1742585066.67888,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.678879976
1742585066.6809096,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.680909634
1742585066.6829195,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.682919502
1742585066.6849556,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.684955597
1742585066.686882,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.686882019
1742585066.6889086,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.688908577
1742585066.6908371,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.690837145
1742585066.692866,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.692866087
1742585066.6948538,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.694853783
1742585066.696859,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.696858883
1742585066.6988657,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.698865652
1742585066.7008688,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.700868845
1742585066.70286,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.702860117
1742585066.7048347,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.704834700
1742585066.7068186,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.706818581
1742585066.70879,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.708790064
1742585066.7107973,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.710797310
1742585066.7128284,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.712828398
1742585066.7148163,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.714816332
1742585066.71679,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.716789961
1742585066.7187655,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.718765497
1742585066.7207491,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.720749140
1742585066.7227304,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.722730398
1742585066.7247045,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.724704504
1742585066.726688,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.726687908
1742585066.728658,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.728657961
1742585066.7306376,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.730637550
1742585066.7326202,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.732620239
1742585066.7345953,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.734595299
1742585066.7365756,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.736575603
1742585066.7385647,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.738564730
1742585066.7405405,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.740540504
1742585066.7425172,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.742517233
1742585066.7444918,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.744491816
1742585066.7464726,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.746472597
1742585066.7484453,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.748445272
1742585066.7504287,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.750428677
1742585066.752411,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.752410889
1742585066.7543921,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.754392147
1742585066.7563686,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.756368637
1742585066.7583454,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.758345366
1742585066.7603247,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.760324717
1742585066.7622952,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.762295246
1742585066.7642748,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.764274836
1742585066.7662523,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.766252279
1742585066.7682312,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.768231153
1742585066.770218,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.770217896
1742585066.7721393,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.772139311
1742585066.7741716,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.774171591
1742585066.7761493,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.776149273
1742585066.7781248,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.778124809
1742585066.7801068,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.780106783
1742585066.7820823,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.782082319
1742585066.7840116,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.784011602
1742585066.7860389,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.786038876
1742585066.787971,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.787971020
1742585066.789997,128.111.5.228,192.168.40.2,1484,2025-03-21 19:24:26.789997101
