1742585056517,cbs,1,init,11,jaber1,1601009462,1601009462,0,0,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057060,cbs,1,startup,11,jaber1,1601009462,1601009462,2.002,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057168,cbs,1,timer,11,jaber1,1601009462,1601009462,1.938,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057417,cbs,1,timer,11,jaber1,1601009462,1601009462,3.694,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057668,cbs,1,timer,11,jaber1,1601009462,1601009462,3.440,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057924,cbs,1,timer,11,jaber1,1601009462,1601009462,3.184,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585058167,cbs,1,timer,11,jaber1,1601009462,1601009462,2.941,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585058418,cbs,1,timer,11,jaber1,1601009462,1601009462,2.693,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585058668,cbs,1,timer,11,jaber1,1601009462,1601009462,2.440,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585058918,cbs,1,timer,11,jaber1,1601009462,1601009462,2.192,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585059168,cbs,1,timer,11,jaber1,1601009462,1601009462,3.942,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585059420,cbs,1,timer,11,jaber1,1601009462,1601009462,3.694,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585059667,cbs,1,timer,11,jaber1,1601009462,1601009462,3.443,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585059940,cbs,1,timer,11,jaber1,1601009462,1601009462,5.191,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585060168,cbs,1,timer,11,jaber1,1601009462,1601009462,4.944,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585060417,cbs,1,timer,11,jaber1,1601009462,1601009462,4.698,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585060668,cbs,1,timer,11,jaber1,1601009462,1601009462,4.444,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585060924,cbs,1,timer,11,jaber1,1601009462,1601009462,6.190,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585061168,cbs,1,timer,11,jaber1,1601009462,1601009462,5.987,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585061417,cbs,1,timer,11,jaber1,1601009462,1601009462,5.743,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585061668,cbs,1,timer,11,jaber1,1601009462,1601009462,5.486,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585061917,cbs,1,timer,11,jaber1,1601009462,1601009462,7.250,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585062168,cbs,1,timer,11,jaber1,1601009462,1601009462,6.987,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585062418,cbs,1,timer,11,jaber1,1601009462,1601009462,6.744,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585062668,cbs,1,timer,11,jaber1,1601009462,1601009462,6.488,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585062918,cbs,1,timer,11,jaber1,1601009462,1601009462,6.247,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585063169,cbs,1,timer,11,jaber1,1601009462,1601009462,8.009,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585063419,cbs,1,timer,11,jaber1,1601009462,1601009462,7.769,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585063668,cbs,1,timer,11,jaber1,1601009462,1601009462,7.512,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585063918,cbs,1,timer,11,jaber1,1601009462,1601009462,7.266,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585064168,cbs,1,timer,11,jaber1,1601009462,1601009462,9.012,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585064420,cbs,1,timer,11,jaber1,1601009462,1601009462,8.768,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585064668,cbs,1,timer,11,jaber1,1601009462,1601009462,8.512,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585064918,cbs,1,timer,11,jaber1,1601009462,1601009462,8.270,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585065172,cbs,1,timer,11,jaber1,1601009462,1601009462,8.028,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585065434,cbs,1,timer,11,jaber1,1601009462,1601009462,9.793,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585065668,cbs,1,timer,11,jaber1,1601009462,1601009462,9.534,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585065924,cbs,1,timer,11,jaber1,1601009462,1601009462,9.285,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585066167,cbs,1,timer,11,jaber1,1601009462,1601009462,9.035,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585066418,cbs,1,timer,11,jaber1,1601009462,1601009462,8.791,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585066668,cbs,1,timer,11,jaber1,1601009462,1601009462,8.534,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585066918,cbs,1,timer,11,jaber1,1601009462,1601009462,8.291,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585067172,cbs,1,timer,11,jaber1,1601009462,1601009462,8.050,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585067417,cbs,1,timer,11,jaber1,1601009462,1601009462,7.812,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585067668,cbs,1,timer,11,jaber1,1601009462,1601009462,7.554,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585067924,cbs,1,timer,11,jaber1,1601009462,1601009462,9.310,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585068168,cbs,1,timer,11,jaber1,1601009462,1601009462,9.056,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585068418,cbs,1,timer,11,jaber1,1601009462,1601009462,8.811,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585068668,cbs,1,timer,11,jaber1,1601009462,1601009462,8.556,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585068924,cbs,1,timer,11,jaber1,1601009462,1601009462,8.309,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585069168,cbs,1,timer,11,jaber1,1601009462,1601009462,8.056,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585069417,cbs,1,timer,11,jaber1,1601009462,1601009462,9.817,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585069668,cbs,1,timer,11,jaber1,1601009462,1601009462,9.558,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585069924,cbs,1,timer,11,jaber1,1601009462,1601009462,9.313,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585070167,cbs,1,timer,11,jaber1,1601009462,1601009462,9.059,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585070418,cbs,1,timer,11,jaber1,1601009462,1601009462,8.814,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585070672,cbs,1,timer,11,jaber1,1601009462,1601009462,10.560,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585070924,cbs,1,timer,11,jaber1,1601009462,1601009462,10.315,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585071168,cbs,1,timer,11,jaber1,1601009462,1601009462,10.059,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585071420,cbs,1,timer,11,jaber1,1601009462,1601009462,9.818,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585071668,cbs,1,timer,11,jaber1,1601009462,1601009462,9.560,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585071917,cbs,1,timer,11,jaber1,1601009462,1601009462,9.317,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585072172,cbs,1,timer,11,jaber1,1601009462,1601009462,9.056,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585072417,cbs,1,timer,11,jaber1,1601009462,1601009462,10.825,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585072668,cbs,1,timer,11,jaber1,1601009462,1601009462,10.562,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585072917,cbs,1,timer,11,jaber1,1601009462,1601009462,10.318,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585073172,cbs,1,timer,11,jaber1,1601009462,1601009462,10.058,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585073417,cbs,1,timer,11,jaber1,1601009462,1601009462,9.819,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585073668,cbs,1,timer,11,jaber1,1601009462,1601009462,9.562,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585073924,cbs,1,timer,11,jaber1,1601009462,1601009462,11.321,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585074168,cbs,1,timer,11,jaber1,1601009462,1601009462,11.064,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585074418,cbs,1,timer,11,jaber1,1601009462,1601009462,10.822,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585074668,cbs,1,timer,11,jaber1,1601009462,1601009462,10.566,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585074918,cbs,1,timer,11,jaber1,1601009462,1601009462,10.320,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585075197,cbs,1,timer,11,jaber1,1601009462,1601009462,12.087,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585075418,cbs,1,timer,11,jaber1,1601009462,1601009462,11.843,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585075668,cbs,1,timer,11,jaber1,1601009462,1601009462,11.586,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585075917,cbs,1,timer,11,jaber1,1601009462,1601009462,11.342,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585076172,cbs,1,timer,11,jaber1,1601009462,1601009462,11.102,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
