1742585056517,cbs,1,11,jaber1,1601009462,1601009462,11,0,259,37781,5474903,0.000,0.000,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585056717,cbs,1,11,jaber1,1601009462,1601009462,41,41,259,76606,666196,0.000,0.000,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585056918,cbs,1,11,jaber1,1601009462,1601009462,16,6,259,155810,365209,0.000,0.000,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585057118,cbs,1,11,jaber1,1601009462,1601009462,18,18,259,47007,714417,2.002,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585057318,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,30216,716463,3.856,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585057518,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,46283,221569,3.694,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585057718,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,65067,161781,3.440,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585057919,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,28155,629327,3.227,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585058119,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,30875,197851,3.184,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585058319,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,33417,674980,2.941,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585058519,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,25130,598842,2.693,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585058719,cbs,1,11,jaber1,1601009462,1601009462,10,11,259,21034,597278,2.440,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585058920,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,40320,494076,2.192,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585059120,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,19516,714069,4.057,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585059320,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,35062,203314,3.862,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585059520,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,21010,714069,3.644,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585059720,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,21224,556558,3.443,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585059921,cbs,1,11,jaber1,1601009462,1601009462,12,0,259,34914,218534,5.200,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585060121,cbs,1,11,jaber1,1601009462,1601009462,16,16,259,32198,717248,5.191,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585060321,cbs,1,11,jaber1,1601009462,1601009462,14,14,259,34496,421683,4.944,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585060521,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,35914,301291,4.698,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585060722,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,20422,705472,6.436,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585060922,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,28519,511820,6.333,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585061122,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,30985,302126,6.121,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585061322,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,21769,708504,5.928,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585061522,cbs,1,11,jaber1,1601009462,1601009462,10,9,259,33314,280481,5.743,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585061723,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,24370,550947,5.486,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585061923,cbs,1,11,jaber1,1601009462,1601009462,12,14,259,14720,723469,7.250,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585062123,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,32378,364048,7.109,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585062323,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,21926,716523,6.911,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585062523,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,23532,388397,6.744,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585062724,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,23603,706351,6.488,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585062924,cbs,1,11,jaber1,1601009462,1601009462,10,9,259,20894,715727,6.247,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585063124,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,37369,341172,8.202,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585063324,cbs,1,11,jaber1,1601009462,1601009462,10,8,259,23934,599627,8.001,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585063525,cbs,1,11,jaber1,1601009462,1601009462,16,14,259,21488,718422,7.669,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585063725,cbs,1,11,jaber1,1601009462,1601009462,16,16,259,35202,612312,7.505,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585063925,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,28300,703799,7.266,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585064125,cbs,1,11,jaber1,1601009462,1601009462,10,8,259,21270,715836,7.110,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585064325,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,43833,160380,8.968,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585064526,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,23535,701494,8.731,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585064726,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,22985,541204,8.512,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585064926,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,27294,649796,8.270,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585065126,cbs,1,11,jaber1,1601009462,1601009462,10,10,259,23850,714285,8.208,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585065327,cbs,1,11,jaber1,1601009462,1601009462,12,10,259,25211,656228,8.028,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585065527,cbs,1,11,jaber1,1601009462,1601009462,14,14,259,25907,696805,9.793,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585065727,cbs,1,11,jaber1,1601009462,1601009462,14,14,259,43320,490839,9.534,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585065927,cbs,1,11,jaber1,1601009462,1601009462,14,14,259,40141,474394,9.285,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585066127,cbs,1,11,jaber1,1601009462,1601009462,16,16,259,37877,300241,9.174,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585066328,cbs,1,11,jaber1,1601009462,1601009462,12,12,259,27462,649892,8.950,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585066528,cbs,1,11,jaber1,1601009462,1601009462,4,4,259,20222,715258,8.784,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585066728,cbs,1,11,jaber1,1601009462,1601009462,18,17,259,20560,712003,8.534,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585066928,cbs,1,11,jaber1,1601009462,1601009462,18,16,259,43255,465859,8.291,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585067128,cbs,1,11,jaber1,1601009462,1601009462,18,16,259,36805,717228,8.244,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585067329,cbs,1,11,jaber1,1601009462,1601009462,18,18,259,102993,206857,8.009,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
1742585067529,cbs,1,11,jaber1,1601009462,1601009462,20,19,259,110830,264885,7.812,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,,0
