1742585056554,cbs,1,11,jaber1,1601009462,1601009462,0,1280x720-24,175227,0.968219,11,0,259,37781,5474903,0.000,0.000,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057059,cbs,1,11,jaber1,1601009462,1601009462,180180,1280x720-24,133348,0.971121,18,0,259,160426,365374,2.002,0.000,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585057267,cbs,1,11,jaber1,1601009462,1601009462,360360,1920x1080-22,696255,0.981578,22,0,259,39591,635431,3.856,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585059053,cbs,1,11,jaber1,1601009462,1601009462,540540,1920x1080-24,457180,0.978752,10,10,259,44607,231733,4.082,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585059940,cbs,1,11,jaber1,1601009462,1601009462,720720,1920x1080-24,391182,0.980091,12,0,259,34914,218534,5.200,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585060705,cbs,1,11,jaber1,1601009462,1601009462,900900,1920x1080-22,579192,0.982026,10,10,259,21004,645034,6.436,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585061910,cbs,1,11,jaber1,1601009462,1601009462,1081080,1920x1080-22,617335,0.981678,11,0,259,21925,557049,7.274,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585062985,cbs,1,11,jaber1,1601009462,1601009462,1261260,1920x1080-22,649152,0.980742,12,0,259,23815,365736,8.202,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585064163,cbs,1,11,jaber1,1601009462,1601009462,1441440,1920x1080-22,610976,0.981026,12,12,259,24975,364149,9.032,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585065434,cbs,1,11,jaber1,1601009462,1601009462,1621620,1920x1080-22,1064663,0.981525,12,0,259,38639,277811,9.808,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585067890,cbs,1,11,jaber1,1601009462,1601009462,1801800,1920x1080-22,603682,0.985021,20,20,259,107836,249976,9.367,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585069388,cbs,1,11,jaber1,1601009462,1601009462,1981980,1920x1080-22,586554,0.985394,20,0,259,37282,655196,9.867,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585070672,cbs,1,11,jaber1,1601009462,1601009462,2162160,1920x1080-22,584665,0.985451,14,5,259,45008,188194,10.589,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
1742585072226,cbs,1,11,jaber1,1601009462,1601009462,2342340,1920x1080-22,591356,0.985453,10,0,259,28965,341522,11.034,0.481,rxDIEqQgnUPsEzQKbi3jWDIEk55QJlkw,
