chunk_id,timestamp,bin,bin_duration,length,ip_src,ip_dst,avg_ssim,avg_video_size,bitrate_kbps
0,2025-03-21 19:24:14.643559217,2025-03-21 19:24:10,10,74,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.655034304,2025-03-21 19:24:10,10,74,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.655124903,2025-03-21 19:24:10,10,66,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.656952858,2025-03-21 19:24:10,10,86,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.657211542,2025-03-21 19:24:10,10,387,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.664709806,2025-03-21 19:24:10,10,83,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.664755106,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.665030479,2025-03-21 19:24:10,10,1339,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.678264856,2025-03-21 19:24:10,10,66,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.679634333,2025-03-21 19:24:10,10,83,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.679712772,2025-03-21 19:24:10,10,83,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.679796457,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.679838419,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.681688309,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.683721304,2025-03-21 19:24:10,10,1244,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.685375690,2025-03-21 19:24:10,10,140,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.685509205,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.687493801,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.689520359,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.691451550,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.693436384,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.695408106,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.697388411,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.699367285,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.701401234,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.703324318,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.705354691,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.707280874,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.709306717,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.711237907,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.713263988,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.715194941,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.717172861,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
0,2025-03-21 19:24:14.719152689,2025-03-21 19:24:10,10,1484,128.111.5.228,192.168.40.2,0.9759522,370638.4,296.51072000000005
