epoch,ip_src,ip_dst,length,timestamp
1742585945.8582573,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.858257294
1742585945.8602362,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.860236168
1742585945.862214,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.862214088
1742585945.8641956,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.864195585
1742585945.8661745,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.866174459
1742585945.8681514,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.868151426
1742585945.8701313,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.870131254
1742585945.8721125,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.872112513
1742585945.8740408,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.874040842
1742585945.8760672,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.876067162
1742585945.8779967,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.877996683
1742585945.8800237,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.880023718
1742585945.8819547,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.881954670
1742585945.8839853,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.883985281
1742585945.8859105,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.885910511
1742585945.88789,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.887890100
1742585945.8898702,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.889870167
1742585945.892626,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.892626047
1742585945.8946128,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.894612789
1742585945.8997574,128.111.5.228,192.168.40.2,310,2025-03-21 19:39:05.899757385
1742585945.996146,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.996145964
1742585945.9980423,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:05.998042345
1742585946.0000184,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.000018358
1742585946.0051944,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.005194426
1742585946.007119,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.007118940
1742585946.0092983,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.009298325
1742585946.0112808,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.011280775
1742585946.0173883,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.017388344
1742585946.0193703,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.019370317
1742585946.0213492,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.021349192
1742585946.0233295,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.023329496
1742585946.047335,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.047334909
1742585946.049364,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.049364090
1742585946.051294,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.051294088
1742585946.0532756,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.053275585
1742585946.0553253,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.055325270
1742585946.0659106,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.065910578
1742585946.0678866,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.067886591
1742585946.0698657,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.069865704
1742585946.0718446,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.071844578
1742585946.0738256,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.073825598
1742585946.079301,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.079301119
1742585946.0813293,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.081329346
1742585946.083256,128.111.5.228,192.168.40.2,746,2025-03-21 19:39:06.083256006
1742585946.1500797,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.150079727
1742585946.151986,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.151985884
1742585946.1539624,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.153962374
1742585946.1559417,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.155941725
1742585946.157967,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.157967091
1742585946.1598985,128.111.5.228,192.168.40.2,294,2025-03-21 19:39:06.159898520
1742585946.3531036,128.111.5.228,192.168.40.2,98,2025-03-21 19:39:06.353103638
1742585946.3532264,128.111.5.228,192.168.40.2,333,2025-03-21 19:39:06.353226423
1742585946.4863272,128.111.5.228,192.168.40.2,66,2025-03-21 19:39:06.486327171
1742585946.486409,128.111.5.228,192.168.40.2,86,2025-03-21 19:39:06.486408949
1742585946.554323,128.111.5.228,192.168.40.2,381,2025-03-21 19:39:06.554322958
1742585946.628756,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:06.628756046
1742585946.628832,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.628832102
1742585946.630777,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.630776882
1742585946.6328044,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.632804394
1742585946.6347349,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.634734869
1742585946.6367667,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.636766672
1742585946.6387393,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.638739347
1742585946.6406665,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.640666485
1742585946.6426969,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.642696857
1742585946.644676,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.644675970
1742585946.6466064,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.646606445
1742585946.725592,128.111.5.228,192.168.40.2,1213,2025-03-21 19:39:06.725591898
1742585946.7286963,128.111.5.228,192.168.40.2,66,2025-03-21 19:39:06.728696346
1742585946.7970436,128.111.5.228,192.168.40.2,86,2025-03-21 19:39:06.797043562
1742585946.797358,128.111.5.228,192.168.40.2,758,2025-03-21 19:39:06.797358036
1742585946.8014328,128.111.5.228,192.168.40.2,66,2025-03-21 19:39:06.801432848
1742585946.8751972,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:06.875197172
1742585946.87527,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.875269890
1742585946.8772223,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.877222300
1742585946.8791983,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.879198313
1742585946.8811743,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.881174326
1742585946.8831515,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.883151531
1742585946.8851273,128.111.5.228,192.168.40.2,746,2025-03-21 19:39:06.885127306
1742585946.8982599,128.111.5.228,192.168.40.2,66,2025-03-21 19:39:06.898259878
1742585946.9000404,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:06.900040388
1742585946.9001613,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.900161266
1742585946.9002137,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.900213718
1742585946.901991,128.111.5.228,192.168.40.2,527,2025-03-21 19:39:06.901990891
1742585946.9098368,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:06.909836769
1742585946.9098818,128.111.5.228,192.168.40.2,2902,2025-03-21 19:39:06.909881830
1742585946.9117799,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.911779881
1742585946.9137576,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.913757563
1742585946.9157531,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.915753126
1742585946.9177139,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.917713881
1742585946.9196918,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.919691801
1742585946.9216702,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.921670198
1742585946.9236484,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.923648357
1742585946.9256277,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.925627708
1742585946.9276056,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.927605629
1742585946.929587,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.929586887
1742585946.9315698,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.931569815
1742585946.9335988,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.933598757
1742585946.935526,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.935525894
1742585946.9378626,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.937862635
1742585946.9398408,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.939840794
1742585946.9418764,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.941876411
1742585946.9437997,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.943799734
1742585946.9457765,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.945776463
1742585946.94776,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.947760105
1742585946.9535072,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.953507185
1742585946.9554353,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.955435276
1742585946.9574647,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.957464695
1742585946.9593947,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.959394693
1742585946.9613729,128.111.5.228,192.168.40.2,74,2025-03-21 19:39:06.961372852
1742585946.9619086,128.111.5.228,192.168.40.2,66,2025-03-21 19:39:06.961908579
1742585946.9619977,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.961997747
1742585946.9640331,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.964033127
1742585946.9660144,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.966014385
1742585946.9679372,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:06.967937231
1742585947.0015068,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:07.001506805
1742585947.0016172,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:07.001617193
1742585947.0077069,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.007706881
1742585947.0096886,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.009688616
1742585947.0116653,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.011665344
1742585947.0136435,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.013643503
1742585947.015623,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.015623093
1742585947.0176003,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.017600298
1742585947.01958,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.019579887
1742585947.0215576,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.021557570
1742585947.0344365,128.111.5.228,192.168.40.2,83,2025-03-21 19:39:07.034436464
1742585947.0345497,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.034549713
1742585947.036522,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.036521912
1742585947.038556,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.038556099
1742585947.0405335,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.040533543
1742585947.0424647,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.042464733
1742585947.0444424,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.044442415
1742585947.0464168,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.046416759
1742585947.0484018,128.111.5.228,192.168.40.2,1484,2025-03-21 19:39:07.048401833
