1742585255591,cbs,1,11,jaber1,2982370547,2982370547,0,0.896249,2.002,0.000,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585255987,cbs,1,11,jaber1,2982370547,2982370547,180180,0.971121,3.709,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585256328,cbs,1,11,jaber1,2982370547,2982370547,360360,0.969857,5.370,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585257032,cbs,1,11,jaber1,2982370547,2982370547,540540,0.978752,6.669,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585257849,cbs,1,11,jaber1,2982370547,2982370547,720720,0.980091,7.854,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585258905,cbs,1,11,jaber1,2982370547,2982370547,900900,0.982026,8.799,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585260333,cbs,1,11,jaber1,2982370547,2982370547,1081080,0.981678,9.373,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585261648,cbs,1,11,jaber1,2982370547,2982370547,1261260,0.980742,10.081,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585262707,cbs,1,11,jaber1,2982370547,2982370547,1441440,0.981026,11.023,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585264274,cbs,1,11,jaber1,2982370547,2982370547,1621620,0.981525,11.458,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585265190,cbs,1,11,jaber1,2982370547,2982370547,1801800,0.985021,12.544,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585266355,cbs,1,11,jaber1,2982370547,2982370547,1981980,0.985394,13.385,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585267294,cbs,1,11,jaber1,2982370547,2982370547,2162160,0.985451,14.444,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585268182,cbs,1,11,jaber1,2982370547,2982370547,2342340,0.985453,15.558,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585269887,cbs,1,11,jaber1,2982370547,2982370547,2522520,0.985546,15.855,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585271948,cbs,1,11,jaber1,2982370547,2982370547,2702700,0.985534,15.799,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585273832,cbs,1,11,jaber1,2982370547,2982370547,2882880,0.985564,15.961,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585276183,cbs,1,11,jaber1,2982370547,2982370547,3063060,0.984631,15.646,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585278175,cbs,1,11,jaber1,2982370547,2982370547,3243240,0.981298,15.674,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585279989,cbs,1,11,jaber1,2982370547,2982370547,3423420,0.980427,15.883,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585281951,cbs,1,11,jaber1,2982370547,2982370547,3603600,0.981399,15.945,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585284733,cbs,1,11,jaber1,2982370547,2982370547,3783780,0.982204,15.188,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585287334,cbs,1,11,jaber1,2982370547,2982370547,3963960,0.983696,14.609,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585289072,cbs,1,11,jaber1,2982370547,2982370547,4144140,0.982755,14.868,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585289791,cbs,1,11,jaber1,2982370547,2982370547,4324320,0.983822,16.151,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585291736,cbs,1,11,jaber1,2982370547,2982370547,4504500,0.983848,16.210,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585293873,cbs,1,11,jaber1,2982370547,2982370547,4684680,0.982558,16.093,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585296387,cbs,1,11,jaber1,2982370547,2982370547,4864860,0.981566,15.601,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585299027,cbs,1,11,jaber1,2982370547,2982370547,5045040,0.982924,14.974,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585300203,cbs,1,11,jaber1,2982370547,2982370547,5225220,0.981605,15.809,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585302163,cbs,1,11,jaber1,2982370547,2982370547,5405400,0.981103,15.851,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585303966,cbs,1,11,jaber1,2982370547,2982370547,5585580,0.983163,16.050,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
1742585306058,cbs,1,11,jaber1,2982370547,2982370547,5765760,0.982386,15.983,0.165,kzJ9onqfQMOH0pRepnJ86rD72SqqJRHC,
