1742584682547,cbs,1,11,jaber1,219643018,219643018,3063060,1920x1080-24,523644,0.981556,132,29,93931,476882,282902,8.155,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584684750,cbs,1,11,jaber1,219643018,219643018,3243240,1280x720-20,433693,0.976884,132,0,93931,624864,276398,7.994,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584686658,cbs,1,11,jaber1,219643018,219643018,3423420,1920x1080-24,468779,0.976885,132,0,93931,606548,277091,8.111,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584688752,cbs,1,11,jaber1,219643018,219643018,3603600,1920x1080-24,451593,0.977949,4,25,93931,634944,251689,8.016,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584691120,cbs,1,11,jaber1,219643018,219643018,3783780,1920x1080-24,400835,0.978714,172,0,93931,490575,305965,7.650,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584692844,cbs,1,11,jaber1,219643018,219643018,3963960,1920x1080-24,400854,0.980387,172,26,93931,515758,268387,7.928,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584694555,cbs,1,11,jaber1,219643018,219643018,4144140,1920x1080-24,417649,0.979445,180,0,93931,517164,288858,8.237,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584696351,cbs,1,11,jaber1,219643018,219643018,4324320,1920x1080-24,278588,0.980589,182,27,93931,546614,281090,8.437,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584697656,cbs,1,11,jaber1,219643018,219643018,4504500,1920x1080-24,316014,0.980609,184,0,93931,498518,325352,9.164,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584699135,cbs,1,11,jaber1,219643018,219643018,4684680,1920x1080-24,362741,0.979306,176,0,93931,497062,261977,9.687,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584701281,cbs,1,11,jaber1,219643018,219643018,4864860,1920x1080-24,481809,0.978386,128,25,93931,279707,277585,9.560,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584702952,cbs,1,11,jaber1,219643018,219643018,5045040,1280x720-20,422567,0.979120,132,0,93931,411581,321553,9.894,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584704585,cbs,1,11,jaber1,219643018,219643018,5225220,1920x1080-24,465165,0.978149,132,30,93931,540893,340559,10.275,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584706670,cbs,1,11,jaber1,219643018,219643018,5405400,1920x1080-24,409862,0.977504,120,0,93931,647829,262884,10.186,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584708527,cbs,1,11,jaber1,219643018,219643018,5585580,1920x1080-24,303539,0.979921,108,0,93931,591077,263280,10.324,0.629,haSGl4qKM855MwAhCzybEn1cNmSjDI1N,
1742584758340,cbs,1,11,jaber1,1403997279,1403997279,0,426x240-26,30382,0.896249,11,0,1404,168264,1009971,0.000,0.000,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584758493,cbs,1,11,jaber1,1403997279,1403997279,180180,1280x720-26,99621,0.965680,35,0,509,48629,680490,2.002,0.000,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584758763,cbs,1,11,jaber1,1403997279,1403997279,360360,1280x720-24,202504,0.969857,18,0,509,100580,523092,3.765,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584759149,cbs,1,11,jaber1,1403997279,1403997279,540540,1920x1080-24,457180,0.978752,10,9,509,23673,514383,5.396,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584759860,cbs,1,11,jaber1,1403997279,1403997279,720720,1920x1080-24,391182,0.980091,11,0,509,21306,539733,6.688,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584760449,cbs,1,11,jaber1,1403997279,1403997279,900900,1920x1080-22,579192,0.982026,10,10,509,20743,537437,8.103,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584761373,cbs,1,11,jaber1,1403997279,1403997279,1081080,1920x1080-22,617335,0.981678,20,0,509,38260,679654,9.183,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584762350,cbs,1,11,jaber1,1403997279,1403997279,1261260,1920x1080-22,649152,0.980742,10,0,485,20844,550109,10.206,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584763585,cbs,1,11,jaber1,1403997279,1403997279,1441440,1920x1080-22,610976,0.981026,22,21,302,52842,235341,10.967,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584765224,cbs,1,11,jaber1,1403997279,1403997279,1621620,1920x1080-22,1064663,0.981525,14,0,302,63671,233430,11.362,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584767069,cbs,1,11,jaber1,1403997279,1403997279,1801800,1920x1080-22,603682,0.985021,10,10,302,20388,706280,11.512,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
1742584768026,cbs,1,11,jaber1,1403997279,1403997279,1981980,1920x1080-22,586554,0.985394,16,0,302,25055,585373,12.558,0.206,EqLtZVw76zWqYh0xXFgWavgRGXep41Vh,
