Unnamed: 0,packet_count,total_bytes,avg_packet_size,avg_inter_packet_delay,std_inter_packet_delay,chunk_count,avg_ssim,avg_format,avg_chunk_size
45,3224,4629662.0,1435.9993796526055,2.378529320508843,10.13798983032975,13,0.9749987692307692,1280x720-22,297758.53846153844
46,3310,4773002.0,1441.994561933535,2.2577818071925053,9.19768967467408,16,0.9776574375,1280x720-22,316945.5625
47,3785,5490983.0,1450.7220607661825,1.912790697674419,7.382146999767168,16,0.9776574375,1280x720-22,316945.5625
48,4095,5967807.0,1457.3399267399268,1.7137274059599414,6.056735674013025,16,0.9831406875,1280x720-22,383138.75
49,3330,4765334.0,1431.0312312312312,2.2598377891258634,9.161942787862426,11,0.9645402727272728,1920x1080-22,381587.5454545455
50,3533,5088107.0,1440.1661477497878,2.061155152887882,7.887602097107349,12,0.96565975,1920x1080-22,382620.1666666667
51,3964,5733003.0,1446.2671543895055,1.7726469846076205,6.078553715693616,13,0.9668898461538462,1920x1080-22,394547.9230769231
52,4241,6161503.0,1452.8420183918888,1.6091981132075472,4.844746261478473,14,0.9739871428571428,1280x720-20,450397.8571428572
53,3168,4536085.0,1431.8450126262626,2.350173665929902,10.566144189470236,9,0.9697741111111112,1920x1080-22,423786.4444444445
54,3192,4553647.0,1426.5811403508771,2.3406455656534,9.862398929836935,12,0.9671191666666666,1920x1080-22,307773.9166666667
55,3107,4447111.0,1431.3199227550692,2.400837089504185,10.02835577020584,16,0.975248,1280x720-20,239085.9375
56,3150,4518112.0,1434.32126984127,2.345506510003176,11.032906248926064,17,0.9766519411764708,1280x720-20,228538.41176470587
57,3019,4358173.0,1443.581649552832,2.478793903247184,13.30678863813913,17,0.9827119411764704,1280x720-20,227839.76470588235
58,2898,4181407.0,1442.85955831608,2.6517086641353123,15.29775324731188,15,0.9840636666666666,1280x720-20,230626.7333333333
59,2505,3602843.0,1438.2606786427143,3.202875399361022,18.39759824338628,15,0.9854151333333334,1280x720-20,205110.8
60,2099,3017262.0,1437.4759409242497,3.950905624404194,22.477485221598627,13,0.9860853846153846,1280x720-20,162022.15384615384
61,1715,2452876.0,1430.2483965014578,5.026254375729288,26.48420213982544,13,0.987410846153846,1280x720-20,121163.0
62,1271,1804946.0,1420.0991345397324,7.041732283464567,33.4470410892969,12,0.9879665833333332,1280x720-20,77163.91666666667
63,888,1237190.0,1393.231981981982,10.311161217587372,41.41551375509648,12,0.9938931666666666,1280x720-20,75850.75
64,558,754960.0,1352.9749103942652,17.019748653500898,54.91349133861433,9,0.9992891111111112,1280x720-20,50685.77777777778
65,526,712991.0,1355.4961977186313,18.099047619047617,57.52152143036899,6,0.9987226666666666,1280x720-20,79988.33333333333
66,454,611131.0,1346.103524229075,20.83222958057395,62.32530994120592,5,0.9986442,1280x720-20,84030.4
67,484,654262.0,1351.780991735537,19.4824016563147,59.88855420072145,5,0.9982400000000002,1280x720-20,92260.6
68,484,655398.0,1354.1280991735537,19.48654244306418,60.49086070500279,5,0.9982400000000002,1280x720-20,92260.6
69,652,911517.0,1398.032208588957,14.483870967741936,51.89944461380532,5,0.9937488,1280x720-20,155670.8
