1748300102784,nbc,1,13,jaber1,3298530756,3298530757,3063060,0.998969,16.823,0.212,r5Sg1QdRO72M6xCCBodoNX7tXj5WEY8f,
1748300102826,nbc,1,13,jaber5,238778656,238778657,3063060,0.998969,16.795,0.253,ytwoNzl7ktrsUTfmELbNkCm8xCqn8nFh,
1748300102986,nbc,1,13,jaber2,4136990950,4136990951,3063060,0.998969,16.671,0.254,U1fSY0aCv5pfLHBInCOATKiaA532LrTU,
1748300103053,nbc,1,13,jaber4,1445366029,1445366030,3063060,0.998969,16.656,0.252,hoZ1p6b2GYsk8vHnQ9qZxCZrhjzELLRO,
1748300103133,nbc,1,13,jaber8,2411769998,2411769999,3063060,0.998969,16.702,0.239,mu8XPtRbNrrkVsOZJe07tgNTwKxCHdn7,
1748300103341,nbc,1,13,jaber9,54638869,54638870,3063060,0.998969,16.689,0.816,r5UtkLTjZDplt4yY5G4HkZZOhCKKhGl0,
1748300103408,nbc,1,13,jaber7,1166858096,1166858097,3063060,0.998969,16.756,0.361,E9ixk1f7nmb1cvCQgZC2im0Z5MKEHgWl,
1748300103757,nbc,1,13,jaber6,950463004,950463005,3063060,0.998969,16.751,0.866,vCIYxxPZi29u0G1jmOXVFUEG6GHB1qlb,
1748300105053,nbc,1,13,jaber1,3298530756,3298530757,3243240,0.998993,16.557,0.212,r5Sg1QdRO72M6xCCBodoNX7tXj5WEY8f,
1748300105097,nbc,1,13,jaber2,4136990950,4136990951,3243240,0.998993,16.566,0.254,U1fSY0aCv5pfLHBInCOATKiaA532LrTU,
1748300105097,nbc,1,13,jaber5,238778656,238778657,3243240,0.998993,16.511,0.253,ytwoNzl7ktrsUTfmELbNkCm8xCqn8nFh,
1748300105127,nbc,1,13,jaber4,1445366029,1445366030,3243240,0.998993,16.618,0.252,hoZ1p6b2GYsk8vHnQ9qZxCZrhjzELLRO,
1748300105212,nbc,1,13,jaber8,2411769998,2411769999,3243240,0.998993,16.667,0.239,mu8XPtRbNrrkVsOZJe07tgNTwKxCHdn7,
1748300105450,nbc,1,13,jaber9,54638869,54638870,3243240,0.998993,16.625,0.816,r5UtkLTjZDplt4yY5G4HkZZOhCKKhGl0,
1748300105685,nbc,1,13,jaber7,1166858096,1166858097,3243240,0.998993,16.522,0.361,E9ixk1f7nmb1cvCQgZC2im0Z5MKEHgWl,
1748300105822,nbc,1,13,jaber6,950463004,950463005,3243240,0.998993,16.683,0.866,vCIYxxPZi29u0G1jmOXVFUEG6GHB1qlb,
1748300107027,nbc,1,13,jaber1,3298530756,3298530757,3423420,0.999163,16.591,0.212,r5Sg1QdRO72M6xCCBodoNX7tXj5WEY8f,
1748300107070,nbc,1,13,jaber2,4136990950,4136990951,3423420,0.999163,16.595,0.254,U1fSY0aCv5pfLHBInCOATKiaA532LrTU,
1748300107070,nbc,1,13,jaber5,238778656,238778657,3423420,0.999163,16.540,0.253,ytwoNzl7ktrsUTfmELbNkCm8xCqn8nFh,
1748300107100,nbc,1,13,jaber4,1445366029,1445366030,3423420,0.999163,16.647,0.252,hoZ1p6b2GYsk8vHnQ9qZxCZrhjzELLRO,
