1748300107620,nbc,1,13,jaber9,54638869,54638870,50,29,100153,131801,236722,16.636,0.816,r5UtkLTjZDplt4yY5G4HkZZOhCKKhGl0,,0
1748300107787,nbc,1,13,jaber1,3298530756,3298530757,79,0,100189,121403,421100,16.071,0.212,r5Sg1QdRO72M6xCCBodoNX7tXj5WEY8f,,0
1748300107807,nbc,1,13,jaber2,4136990950,4136990951,79,0,100277,119665,422898,15.868,0.254,U1fSY0aCv5pfLHBInCOATKiaA532LrTU,,0
1748300107827,nbc,1,13,jaber5,238778656,238778657,79,0,100198,120633,417255,15.806,0.253,ytwoNzl7ktrsUTfmELbNkCm8xCqn8nFh,,0
1748300107847,nbc,1,13,jaber4,1445366029,1445366030,79,0,100193,121481,421881,16.139,0.252,hoZ1p6b2GYsk8vHnQ9qZxCZrhjzELLRO,,0
1748300107890,nbc,1,13,jaber7,1166858096,1166858097,66,13,100260,117346,402580,16.564,0.361,E9ixk1f7nmb1cvCQgZC2im0Z5MKEHgWl,,0
1748300107970,nbc,1,13,jaber8,2411769998,2411769999,66,0,100236,113946,389376,15.983,0.239,mu8XPtRbNrrkVsOZJe07tgNTwKxCHdn7,,0
1748300108046,nbc,1,13,jaber6,950463004,950463005,25,0,100238,108466,149063,16.714,0.866,vCIYxxPZi29u0G1jmOXVFUEG6GHB1qlb,,0
1748300117621,nbc,1,13,jaber9,54638869,54638870,88,87,100153,125368,409263,14.685,0.816,r5UtkLTjZDplt4yY5G4HkZZOhCKKhGl0,,0
1748300117787,nbc,1,13,jaber1,3298530756,3298530757,196,0,100189,181861,711810,16.150,0.212,r5Sg1QdRO72M6xCCBodoNX7tXj5WEY8f,,0
1748300117807,nbc,1,13,jaber2,4136990950,4136990951,196,0,100277,180781,716704,15.959,0.254,U1fSY0aCv5pfLHBInCOATKiaA532LrTU,,0
1748300117827,nbc,1,13,jaber5,238778656,238778657,196,0,100198,180633,716601,15.896,0.253,ytwoNzl7ktrsUTfmELbNkCm8xCqn8nFh,,0
1748300117847,nbc,1,13,jaber4,1445366029,1445366030,196,0,100193,181366,703024,16.269,0.252,hoZ1p6b2GYsk8vHnQ9qZxCZrhjzELLRO,,0
1748300117890,nbc,1,13,jaber7,1166858096,1166858097,87,86,100260,122250,573107,14.542,0.361,E9ixk1f7nmb1cvCQgZC2im0Z5MKEHgWl,,0
1748300117970,nbc,1,13,jaber8,2411769998,2411769999,196,0,100236,180640,716684,16.073,0.239,mu8XPtRbNrrkVsOZJe07tgNTwKxCHdn7,,0
1748300118046,nbc,1,13,jaber6,950463004,950463005,20,20,100238,117024,301125,14.862,0.866,vCIYxxPZi29u0G1jmOXVFUEG6GHB1qlb,,0
1748300127621,nbc,1,13,jaber9,54638869,54638870,88,87,100153,149482,686311,14.795,0.816,r5UtkLTjZDplt4yY5G4HkZZOhCKKhGl0,,0
1748300127787,nbc,1,13,jaber1,3298530756,3298530757,325,0,100189,319624,702805,16.153,0.212,r5Sg1QdRO72M6xCCBodoNX7tXj5WEY8f,,0
1748300127808,nbc,1,13,jaber2,4136990950,4136990951,358,0,100223,384901,709107,15.967,0.254,U1fSY0aCv5pfLHBInCOATKiaA532LrTU,,0
1748300127827,nbc,1,13,jaber5,238778656,238778657,332,0,100198,317629,707003,15.906,0.253,ytwoNzl7ktrsUTfmELbNkCm8xCqn8nFh,,0
1748300127847,nbc,1,13,jaber4,1445366029,1445366030,332,0,100193,317625,706348,16.093,0.252,hoZ1p6b2GYsk8vHnQ9qZxCZrhjzELLRO,,0
1748300127890,nbc,1,13,jaber7,1166858096,1166858097,185,123,100260,194449,716568,14.505,0.361,E9ixk1f7nmb1cvCQgZC2im0Z5MKEHgWl,,0
1748300127971,nbc,1,13,jaber8,2411769998,2411769999,304,0,100236,317641,706173,16.083,0.239,mu8XPtRbNrrkVsOZJe07tgNTwKxCHdn7,,0
1748300128047,nbc,1,13,jaber6,950463004,950463005,104,104,100238,175629,704583,14.872,0.866,vCIYxxPZi29u0G1jmOXVFUEG6GHB1qlb,,0
1748300316827,cbs,1,13,jaber2,3449282518,3449282518,10,0,100203,100322,14151,0.000,0.000,kRGBcliYJ0iueIYM56rCzui7X5etbCu1,,0
