1748300316827,1,13,jaber2,3449282518,3449282518,192.168.40.3,Linux,Chrome,1920,1080
1748300316867,1,13,jaber4,2900707199,2900707199,192.168.40.5,Linux,Chrome,1920,1080
1748300316907,1,13,jaber7,1478126724,1478126724,192.168.40.8,Linux,Chrome,1920,1080
1748300316926,1,13,jaber5,2027126333,2027126333,192.168.40.6,Linux,Chrome,1920,1080
1748300316966,1,13,jaber1,3978224684,3978224684,192.168.40.2,Linux,Chrome,1920,1080
1748300317005,1,13,jaber8,1840995634,1840995634,192.168.40.9,Linux,Chrome,1920,1080
1748300317051,1,13,jaber6,2769743490,2769743490,192.168.40.7,Linux,Chrome,1920,1080
1748300317090,1,13,jaber9,3473498348,3473498348,192.168.40.10,Linux,Chrome,1920,1080
1748300322223,1,13,jaber5,2027126333,2027126334,192.168.40.6,Linux,Chrome,1920,1080
1748300322265,1,13,jaber4,2900707199,2900707200,192.168.40.5,Linux,Chrome,1920,1080
1748300322285,1,13,jaber1,3978224684,3978224685,192.168.40.2,Linux,Chrome,1920,1080
1748300322382,1,13,jaber2,3449282518,3449282519,192.168.40.3,Linux,Chrome,1920,1080
1748300322461,1,13,jaber9,3473498348,3473498349,192.168.40.10,Linux,Chrome,1920,1080
1748300322481,1,13,jaber8,1840995634,1840995635,192.168.40.9,Linux,Chrome,1920,1080
1748300322500,1,13,jaber7,1478126724,1478126725,192.168.40.8,Linux,Chrome,1920,1080
1748300322515,1,13,jaber6,2769743490,2769743491,192.168.40.7,Linux,Chrome,1920,1080
1748300407165,1,13,jaber7,4220609919,4220609919,192.168.40.8,Linux,Chrome,1920,1080
1748300407216,1,13,jaber5,2133321068,2133321068,192.168.40.6,Linux,Chrome,1920,1080
1748300407246,1,13,jaber9,638563030,638563030,192.168.40.10,Linux,Chrome,1920,1080
1748300407377,1,13,jaber2,3994929492,3994929492,192.168.40.3,Linux,Chrome,1920,1080
1748300407423,1,13,jaber1,4165204746,4165204746,192.168.40.2,Linux,Chrome,1920,1080
1748300407505,1,13,jaber4,1343688804,1343688804,192.168.40.5,Linux,Chrome,1920,1080
1748300407955,1,13,jaber6,1705850852,1705850852,192.168.40.7,Linux,Chrome,1920,1080
1748300412657,1,13,jaber5,2133321068,2133321069,192.168.40.6,Linux,Chrome,1920,1080
1748300412721,1,13,jaber7,4220609919,4220609920,192.168.40.8,Linux,Chrome,1920,1080
1748300412791,1,13,jaber1,4165204746,4165204747,192.168.40.2,Linux,Chrome,1920,1080
1748300412841,1,13,jaber2,3994929492,3994929493,192.168.40.3,Linux,Chrome,1920,1080
1748300412903,1,13,jaber4,1343688804,1343688805,192.168.40.5,Linux,Chrome,1920,1080
1748300412967,1,13,jaber9,638563030,638563031,192.168.40.10,Linux,Chrome,1920,1080
1748300413220,1,13,jaber6,1705850852,1705850853,192.168.40.7,Linux,Chrome,1920,1080
1748300497766,1,13,jaber5,2401894046,2401894046,192.168.40.6,Linux,Chrome,1920,1080
1748300497817,1,13,jaber2,989872510,989872510,192.168.40.3,Linux,Chrome,1920,1080
1748300497959,1,13,jaber6,2461349525,2461349525,192.168.40.7,Linux,Chrome,1920,1080
1748300498015,1,13,jaber8,495791521,495791521,192.168.40.9,Linux,Chrome,1920,1080
1748300498039,1,13,jaber4,1220220583,1220220583,192.168.40.5,Linux,Chrome,1920,1080
