1742585670161,cbs,1,11,jaber1,1611861640,1611861640,0,426x240-26,30382,0.896249,11,0,229791,252317,6170,0.000,0.000,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585670884,cbs,1,11,jaber1,1611861640,1611861640,180180,1280x720-26,99621,0.965680,39,0,134588,253144,115141,2.002,0.000,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585671413,cbs,1,11,jaber1,1611861640,1611861640,360360,1280x720-24,202504,0.969857,88,0,134588,193928,250899,3.496,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585672161,cbs,1,11,jaber1,1611861640,1611861640,540540,1280x720-22,276253,0.973655,126,14,134588,357332,334244,4.760,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585673139,cbs,1,11,jaber1,1611861640,1611861640,720720,1280x720-20,342904,0.978046,126,0,134588,491317,381760,5.785,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585674448,cbs,1,11,jaber1,1611861640,1611861640,900900,1280x720-20,340829,0.976938,126,30,134588,618911,292466,6.479,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585675783,cbs,1,11,jaber1,1611861640,1611861640,1081080,1280x720-20,369588,0.977203,120,0,134588,411404,228855,7.147,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585677202,cbs,1,11,jaber1,1611861640,1611861640,1261260,1920x1080-24,444610,0.977240,120,0,134588,492061,325068,7.730,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585679038,cbs,1,11,jaber1,1611861640,1611861640,1441440,1920x1080-24,418004,0.977577,100,28,134588,496690,265718,7.885,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585680788,cbs,1,11,jaber1,1611861640,1611861640,1621620,1920x1080-24,742224,0.978032,4,0,134588,489593,255861,8.149,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585683746,cbs,1,11,jaber1,1611861640,1611861640,1801800,1920x1080-24,400564,0.982068,142,27,134588,613097,322722,7.192,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585685517,cbs,1,11,jaber1,1611861640,1611861640,1981980,1920x1080-24,400184,0.982469,140,0,134588,636689,312348,7.445,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585687261,cbs,1,11,jaber1,1611861640,1611861640,2162160,1920x1080-24,402425,0.982428,140,29,134588,645004,310074,7.692,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585689223,cbs,1,11,jaber1,1611861640,1611861640,2342340,1920x1080-24,395863,0.982681,126,0,134588,714857,249601,7.740,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585691135,cbs,1,11,jaber1,1611861640,1611861640,2522520,1920x1080-24,410536,0.982530,134,0,134588,656281,281130,7.874,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585693035,cbs,1,11,jaber1,1611861640,1611861640,2702700,1920x1080-24,414035,0.982579,234,28,134588,624347,270760,8.014,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585694932,cbs,1,11,jaber1,1611861640,1611861640,2882880,1920x1080-24,398971,0.982667,232,0,134588,680285,291395,8.120,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585696765,cbs,1,11,jaber1,1611861640,1611861640,3063060,1920x1080-24,523644,0.981556,232,27,134588,634469,313182,8.309,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
1742585699067,cbs,1,11,jaber1,1611861640,1611861640,3243240,1280x720-20,433693,0.976884,232,0,134588,738810,265566,8.053,0.706,BiSmWBFNfXUpMzjr8vLI1G6n8m0WkfWq,
